SL_PWM,U,SL_position,SL_speed,ARM_position,ARM_speed,Deflection,Deflection_speed,Zlin_position,Zlin_speed,Unsprung_acceleration,Sprung_acceleration_x,Sprung_acceleration_y,Sprung_acceleration_z
14.00000,0.00000,-0.28339,0.00000,0.00942,0.00000,-0.00124,0.00000,0.00960,0.00000,0.00000,0.00000,-0.02994,0.03593
14.00000,0.00000,-0.28339,0.00000,0.00942,0.00000,-0.00124,0.00000,0.00960,0.00000,0.00000,-0.00838,0.01078,-0.02994
14.00000,0.00000,-0.28339,0.00000,0.00942,0.00000,-0.00124,0.00000,0.00960,0.00000,0.00000,-0.00599,-0.00120,0.01557
14.00000,0.00000,-0.28339,0.00000,0.00942,0.00000,-0.00124,0.00000,0.00960,0.00000,0.00000,-0.01198,0.00838,0.00000
-506.00000,0.00000,-0.28339,0.00000,0.00942,0.00000,-0.00124,0.00000,0.00960,0.00000,0.00000,-0.00599,0.01916,0.01078
-506.00000,0.00000,-0.28339,0.00000,0.00942,0.00000,-0.00124,0.00000,0.00960,0.00000,0.00000,-0.00359,-0.00359,0.02635
-506.00000,0.00000,-0.28339,0.00000,0.00942,0.00000,-0.00124,0.00000,0.00960,0.00000,0.00000,-0.00359,0.00838,-0.01916
-506.00000,0.00000,-0.28339,0.00000,0.00942,0.00000,-0.00124,0.00000,0.00960,0.00000,0.00000,-0.00479,-0.00479,0.03114
-506.00000,0.00000,-0.28339,0.00000,0.00942,0.00000,-0.00124,0.00000,0.00960,0.00000,0.00000,0.00000,0.02156,0.01557
259.00000,0.00000,-0.27994,10.47198,0.00942,0.00000,-0.00124,0.00106,0.00961,0.00108,0.00000,-0.00479,0.00120,0.02395
259.00000,0.00000,-0.26271,21.72935,0.00785,-0.26180,-0.00106,0.02607,0.00964,0.00216,0.01095,-0.00240,-0.03114,0.01557
259.00000,0.00000,-0.23492,35.08112,0.00785,0.00000,-0.00099,0.00308,0.00971,0.00315,0.00000,-0.00120,-0.03712,0.00359
259.00000,0.00000,-0.20134,42.67330,0.00785,0.00000,-0.00091,0.00323,0.00979,0.00330,0.00000,0.00000,-0.02635,0.04551
259.00000,0.00000,-0.16257,43.19690,0.00785,0.00000,-0.00084,0.00268,0.00986,0.00273,0.00000,0.00599,-0.02754,0.00838
-383.00000,0.00000,-0.12193,25.65634,0.00628,0.00000,-0.00064,0.00118,0.00992,0.00120,0.00000,-0.01198,-0.04311,0.00599
