SL_PWM,U,SL_position,SL_speed,ARM_position,ARM_speed,Deflection,Deflection_speed,Zlin_position,Zlin_speed,Unsprung_acceleration,Sprung_acceleration_x,Sprung_acceleration_y,Sprung_acceleration_z
639.00000,0.00000,8.59629,115.45353,-0.13666,0.26180,-0.00518,-0.04671,-0.00660,-0.02739,0.00000,-0.89454,-0.03233,0.00599
639.00000,0.00000,8.77456,179.98708,-0.12409,0.39270,-0.00753,-0.10709,-0.00789,-0.04742,0.02189,-0.95681,-0.17005,0.19998
639.00000,0.00000,9.02606,236.92845,-0.10210,0.65450,-0.01055,-0.10005,-0.00923,-0.03928,-0.01095,-1.73160,0.19280,-0.54008
639.00000,0.00000,9.26735,273.05676,-0.08011,0.78540,-0.01295,-0.10279,-0.00990,-0.01861,0.00000,-2.17228,-0.12933,0.17124
639.00000,0.00000,9.61946,314.02837,-0.04869,1.17810,-0.01545,-0.06886,-0.00980,0.01901,0.00000,-1.24900,-0.07664,0.26465
-193.00000,0.00000,9.91126,292.03722,-0.02199,1.04720,-0.01665,-0.02868,-0.00898,0.03948,-0.00000,0.68737,0.44547,0.14490
-193.00000,0.00000,10.09864,207.99961,-0.00785,0.65450,-0.01693,0.01647,-0.00802,0.03895,0.01095,3.85119,0.52092,0.11855
-193.00000,0.00000,10.22396,151.18915,-0.00471,0.13090,-0.01661,0.01022,-0.00715,0.03344,0.01095,-0.62271,-0.00479,-10.11297
-193.00000,0.00000,10.31108,109.30124,-0.00157,0.00000,-0.01610,-0.00118,-0.00637,0.02264,0.01095,1.71962,-0.50415,-0.23950
-193.00000,0.00000,10.36451,62.57005,0.00000,0.00000,-0.01579,-0.00674,-0.00592,0.01732,0.01095,0.22393,-0.27183,-0.30536
-609.00000,0.00000,10.39178,37.43731,0.00157,0.13090,-0.01569,0.00098,-0.00568,0.00096,-0.01095,0.00838,-0.01677,-0.02994
-609.00000,0.00000,10.39184,-0.13090,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,0.34129,-0.05988,0.14131
-609.00000,0.00000,10.39166,0.26180,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,0.17963,0.23232,-0.16047
-609.00000,0.00000,10.39166,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.00838,0.27902,-0.04790
-609.00000,0.00000,10.39166,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.04191,0.16765,0.14969
-817.00000,0.00000,10.39166,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.08383,0.15807,0.02754
-817.00000,0.00000,10.39166,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.02156,0.01916,0.13412
-817.00000,0.00000,10.39166,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.02515,0.00958,-0.07185
-817.00000,0.00000,10.39166,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,0.02754,-0.19998,-0.19519
-817.00000,0.00000,10.39166,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,0.03593,-0.24669,-0.07185
104.00000,0.00000,10.39178,0.13090,0.00157,0.00000,-0.01569,0.00008,-0.00568,0.00008,0.00000,-0.00719,-0.02874,-0.09820
104.00000,0.00000,10.39178,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.01437,-0.00120,0.07065
104.00000,0.00000,10.39178,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.05030,0.07784,-0.01078
104.00000,0.00000,10.39178,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.03952,0.02994,0.03593
104.00000,0.00000,10.39184,0.13090,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.01557,0.03712,0.03473
-461.00000,0.00000,10.39178,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.01916,0.05389,-0.01916
-461.00000,0.00000,10.39178,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.01078,0.02994,0.01198
-461.00000,0.00000,10.39178,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.03353,0.05509,-0.02635
-461.00000,0.00000,10.39178,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.02156,-0.00359,0.04551
-461.00000,0.00000,10.39178,0.00000,0.00157,0.00000,-0.01569,0.00000,-0.00568,0.00000,0.00000,-0.02395,-0.00359,-0.00958
